text,task_1
्तिसंदेश सतगुरू तत्वदर्शी सन्त की शरण में जाकर दीक्षा लेने से सर्व पाप कर्मों के कष्ट दूर हो जाते हैं फिर न प्रेत बनते न गधा न बैल बनते हैं सत्यलोक की प्राप्ति होती है जहां केवल सुख है दुःख नहीं है ,1
ेंद्रमोदीग्लोबलपप्पू      ,1
देवी देवताओं को निशाना बनाया जाता है इनमें भद्दी पंक्तियों औऱ हास्य से भरे फूहड़ डॉयलॉग्स की भरमार है लेकिन फिर भी ये फिल्में ये वेबसीरीज़ हिट होती हैं आप जितना विरोध करेंगे उतना ही इनको फायदा होगा आप विरोध नहीं करेंगे तो तो आपके बच्चे अपनी जड़ों से दूर होते चले जाएंगे :backhand_index_pointing_down:,1
ी साहब की मौत में अंडरवर्ल्ड डॉन छोटा राजन का तो हाथ नहीं ,1
भगवान के घर देर है अंधेर नही उनकी लाठी का आवाज़ भी नहीं आता है   ,1
बंगाल में भाजपा कार्यकर्ताओं पर तृणमूल कांग्रेस tmc के लोगों द्वारा किये गए जानलेवा हमलों के खिलाफ आज भारतीय जनता युवा मोर्चा की तरफ से विरोध प्रदर्शन किया  ,1
बहुजनों सताप्रशासनन्यायपालिका से लेकर ब्यवस्था के हर अंग में अपनी हिस्सेदारी बढ़ाओवरना हजार कत्ल करके बरमेश्वर मुखिया जेल से बाहर रहेगा और वीर शहाबुद्दीन जैसे लोग सिर्फ आरोंपों में जेल में सड़ाए जाते रहेंगे  ,1
मोदी ओ मोदी  ,1
 फ़िरोज़ खान मोतीलाल नेहरु के घर पर महंगी विदेशी शराब की आपूर्ति किया करता था फ़िरोज़ और इंदिरा के बीच प्रेम सम्बन्ध स्थापित हो गए महाराष्ट्र के तत्कालीन राज्यपाल डा श्री प्रकाश ने नेहरू को चेतावनी दी कि फिरोज खान इंदिरा के साथ अवैध संबंध बना रहा था फिरोज खान इंग्लैंड,1
चुटिया,0
इस दुष्ट की मस्जिद बोलने से क्यो फटती है ,0
योग दिवस आते ही कई भाजपा नेता और योग गुरु ग्रीन फंगस लोगो से मनुहार करने लग जाते हैं कि प्लीज आप भी योग कीजिये न योग का हिन्दू धर्म से कोई लेना देना नही जबकि बोलना तो ये चाहिए कि हां योग का सम्बंध है हिन्दू धर्म से करना है तो करो वरना भाड़ में जाओ मेरी बला से,0
तानाशाह केवल शाहबुद्दीन साहब के शरीर को मार सकते है लेकिन शाहबुद्दीन हमारे दिलो मे अमर है अलविदा सहाबुद्दीन साहब हमेशा आप हमारे दिलों में रहेगो ुत याद आओगे:loudly_crying_face::loudly_crying_face::loudly_crying_face:  ,1
हालात बिगड़े नहीं थे हालात तो system ने बिगाड़ दिए    ीनसेलड़ो ेशकेदुश्मनकीदुश्मन     ,1
वनोजा येथे  लाखांचा अवैध रेतीसाठा जप्त ,1
   ाहिसाबदो  ,1
हमने गरीबी से गरीबो की चिताएं जलते देखा सरकार कहती ख़तम हुई घूसखोरी बंद हुआ भ्रस्टाचार बंद हुआ कुछ नहीं बस तरीका बदलते देखा   ,1
मोदी तुम इस्तीफा दो हम तुम्हारे साथ है    ,1
एशिया के दो बड़े मुल्क बर्बाद हुए पहला  चीन गलत खान पान से दूसरा  भारत गलत मतदान से ांसदलापताहै     ीवनजेलजाएगातोमोदीही   ,1
अलविदा शेरएबिहार… अल्लाह आपकी मग़फ़िरत फरमाए आपको जन्नतुल फिरदौस में आला मकाम अता फरमाए और अहले खाना को सब्र जमील अता फरमाए :palms_up_together::loudly_crying_face::loudly_crying_face: सब याद रखा जायेगा सब कुछ याद जायेगा  ,1
once in a century ुसमोदी का साया मेरे देश के ऊपर से हट जाएगा आर्मी सारा काम संभाल रही है दवाई ऑक्सीजन आदि भी तेरे राजनीति से मुक्त हो जायेगी सभी के अपने अकालमृत्यु मर रहे है  मानवता केलिऐ  देशभक्त हो तो,0
बंगाल में हत्याओं का असली सच सुनिए  बीजेपी समर्थकों मौत से भागेभागे फिर रहे हैं  are you listening     ,1
मोदी तुम इस्तीफा दो हम तुम्हारे साथ है    ,1
coronavirus covid daily update भारत में संक्रमित मरीजों का आंकड़ा बढ़कर   घंटे में  नए केस      ,1
इन्हे सिर्फ मुसलमानो के वोट चाहिए इन्हे फर्क भी नही पड़ता उनके साथ क्या हुआ सिर्फ इस्तेमाल करो बस  ,1
कौन था शहाबुद्दीन शाहाब     ,1
वक्त ने मजबुर कर दिया हमे वरना दिल्ली क्या चीज़ थी  ,1
जो व्यक्ति अपनों के साथ नहीं है और उनका नुकसान देखकर खुशी महसूस करते है वह अपनी व्यक्तिगत इच्छाओं को पूरा करने के अलावा किसी और के लिए मददगार नहीं हो सकते है और जो लोग इस प्रकार के व्यक्तियों पर विश्वास करते हैं वे या तो उसी श्रेणी के हैं या मूर्ख :rose:जय श्री राम:rose: शुभ रात्रि ,1
इस धर्म युद्ध में न भगवान कृष्ण आएँगे और न ही मोदी जी तू अर्जुन बन रणभूमि में जा और जिहादियों का खात्मा कर  ,1
बाला साहब ठाकरे ने सही कहा था हिजडे वह नहीं जो सड़क पर साड़ी पहन के घूमते हैं हिजडे तो वो हैं जो हिन्दू होकर भी हिंदुत्व का विरोध करते हैं  ,0
जब पाकिस्तान के अंदर घुसके आतंकवादियों के सर काट दिए तो अपने ही देश से आतंकवादियों के सर काटने में इतनी देरी क्यों जी जी ाष्ट्रपतिजीबंगालसंभालो     ,1
जो मीडिया  घण्टे लाशो का मंजर दिखाता था कोरोना से आज बंगाल की मौतों पर कैमरे काम नही कर रहे:enraged_face: बंगाल अब कश्मीर बनने की राह पर बंगाल में ाष्ट्रपतिशाशन लगाओ      ,0
पहाड़ का भोटिया कुत्ता ये नाम जुबां पर आते ही शायद दुनिया की बाकी नस्लों के कुत्ते फीके नजर आने लगी जाते हैं इनकी गिनती सबसे बुद्धिमान और ताकतवर नस्ल में होती है जिनकी विशुद्ध प्रजाति उत्तराखंड के उच्च हिमालयी क्षेत्रों में पायी जाती है पर इनकी मिलीजुली प्रजाति निचले ,1
ाखूनीहै    ,1
 घंटे काम का परिणाम सामने है भाई ना ऑक्सीजन ना बेड ना दवाई सीधे विदाई :loudly_crying_face::loudly_crying_face: ,1
दिल्ली सरकार हाफ चड्डी की गुलाम थी और रहेगी नफरत सिर्फ इसको उर्दू नाम वालों से ही है  का मर्डर हुआ है शाहबुद्दीन साहब के साथ इंसाफ होना चाहिए ,0
हिन्दुओ और भारत को अमीर नहीं बनाना चाहते इसीलिए :backhand_index_pointing_down: पानी की तरह पैसा बहाया जा रहा हे फॉरेन देशो से पैसे लो और कैसे भी करके हिन्दू धर्म को पागल धर्म बताओ और दंगे विरोध करते रहो भारत में समस्या खड़ी करो ताकि वो विकास न करे गरीब ही रखो   ,1
ेंद्रमोदीग्लोबलपप्पू ये क्या हो रहा है भाई:face_with_rolling_eyes: राष्ट्र ऋषि से सीधा :rolling_on_the_floor_laughing: ंगालचुनाव ंगाल ीदीओदीदी ेलाहोबे ,0
बिल्कुल सही जिसको पार्टी ने सम्मान दिया केंद्रीय मंत्री बनाता उसके बाद लाख  हजार वोट पाकर चौथे स्थान पर रहा फिर भी बंगाल चुनाव का प्रभारी बनाया कांग्रेस का एक विधायक भी नही जीता पाया भाजपा में चले गए वहाँ हालत गुलामो की तरह होगी चुप रहो बैठे रहो हाफपैंट पहनो,0
      ेशऑक्सीजनमांगताहै ,1
समय का पहिया हमेशा घूमता है जो आज ये नरसंहार कर रहे हैं शायद कल उन्हें भी झेलना पड़े  ,1
बीजेपी और दलाल पत्रकार इस तरह बयान बाज़ी कर रहे जैसे यूपी के  ब्राह्मणों का आका जितिन प्रसाद ही था:winking_face_with_tongue: खुद के मोहल्ले में वोट नही मिलता था जाने दो कचड़ा गया बे,0
jp प्रचंड चुटिया है  जी,0
चुनाव के नतीजे आते ही भाजपा सरकार ने पेट्रोल और डीज़ल महंगा करना शुरू कर दिया है आज से दाम बढ़े  ,1
तूफानमें जलती हुई शम्मा हूँ मैं हर वक्त से लढ जाए जो वह लम्हा हूँ मैं proud of you our all corona warriors who are serving for society    ,1
नहीं कुछ दुष्ट ऐसे भी हैं जो हमारी ही हिंदू पूजा पद्धति के हैं,0
यह कैसी सियासत से मेरे मुल्क पर हावी जिंदो को मैं मुर्दों से जुदा देख रहा हु ,1
रोहित सरदाना का शव कोविड पॉज़िटिव होने के बावजूद पैतृक गांव कुरुक्षेत्र भेज दिया जाता है शहाबुद्दीन साहब की रिपोर्ट नेगेटिव होने के बावजूद भी आखरी दीदार का हक़ परिवार से छीनकर जनाज़ा सिवान नही भेजा जाता ये है असली इस्लामोफोबिया  ,0
देश को बचाना होगा को जाना होगा  ्मकेखालमेंदानव  ्यूनलकोरोनाकेमरीज  ालणेमी,1
बस फूहड़ कॉपी पेस्ट मार दी,0
हिंसा पर राज्यपाल ीप ़ मंच पर दी नसीहत तो cm ा बनर्जी ने दिया जवाब   ,1
मुरादाबाद कटघर में तीन अवैध निर्माण किए सील बुधवार को मुरादाबाद विकास प्राधिकरण की टीम ने कटघर इलाके में अवैध निर्माण को निशाने पर लेते हुए कार्रवाई की ,1
यह दफ्न का मन्ज़र कहॉं का है  ,1
देश में कोरोना के अब तक  करोड़ से ज्यादा मामले  घंटे में  लाख नए केस  ,1
ज़मीर जिंदा है तो लिखो ,1
अलविदा शेरएबिहार :loudly_crying_face: अल्लाह आपको जन्नतुल फिरदौस में आला मकाम अता फरमाए और अहले खाना को सब्र जमील अता फरमाए :palms_up_together: ,1
थर्रू तेरी क्यों फटने लगी      मैट्रीमोनियल ऐड्स हैं तेरी कोई नाजायज औलाद तो नहीं इनमें  :face_with_tears_of_joy::face_with_tears_of_joy:,0
       िसानोंकामोदीकोधोबीपटका a series of decisions :face_with_raised_eyebrow:  ,1
रुझान तो ये कह रहे हैं कि न दाढ़ी बढ़ाकर टैगोर बनने का नाटक काम आया न करोड़ों लोगों को मौत के मुंह में झोंकने की क्रूरता काम आई बाकी लाशों के ढेर पर मतगणना जारी है     ,0
वोट हिंदुओ के चाहिए और विश्वास जीतना है आतंकवादियों का इस दोहरी नीति के कारण हिंदुओ में काफ़ी नाराजगी है ,1
साफसफाई जिम्मेदारी हमारी मिलकर हराएंगे कोरोना महामारी  गज की दूरी मास्क है जरूरी      ,1
पूछना यह था कि सेकूलर के ठेकेदार लोग इफ्तार पार्टी पार्टी कब दे रहे हैं ,1
िसानोंकामोदीकोधोबीपटका       ,1
जिहादिदी बगदीदी हिटलरदीदी   ,0
अलविदा  साहब   ,1
मारने वाले और मरने वाले दोनों के दो ही हाथ  बात समझ नहीं आती  ये िन्दू भीरु की तरह मरना और भागना ही क्यों जानता है हिन्दू पलट के मारता क्यों नहीं है  ंगाल  ,0
काश नसबंदी के समय कांग्रेस ने सबकी ईमानदारी से नसबंदी कराई होती तो आज सुबह सुबह नाजायज़ औलाद फालतू ना बोलती:face_with_tears_of_joy::face_with_tears_of_joy: ,0
क्या शर्मीला virus है ीन में ुहान से बाहर जाता ही नहीं है   ,1
पश्चिम बंगाल और असम विधानसभा चुनाव परिणामों के बाद बंगाल में जारी हिंसा का तांडव रचने वालों ने साबित कर दिया कि वास्तव में तानाशाह और लोकतांत्रिक नेता कौन है  ोकतंत्रकीहत्यारीममता  ,1
ंगालहिंसा ंगालकश्मीरबनगया ंगालमेंराष्ट्रपतिशासनहो ंगालपरमीडियामौनक्यो     the ongoing saga of secularism in indiasome lives are less precious  ,1
ृषिकानूनरद्दकरनेपड़ेंगे ृषिकानूनरद्दकरनेपड़ेंगे      ृषिकानूनरद्दकरनेपड़ेंगे ,1
हम आह भी करते हैं तो हो जाते हैं बदनाम वो कत्लेआम भी करते हैं तो चर्चा नहीं होता :loudly_crying_face::loudly_crying_face:  ,1
अरे चुप रहो तुम सबमोदीजी से इतनी जलन क्यों है भाई जीवित लोगों का तो बात ही छोड़ो मरे हुए लोगों को भी आजकल बिल्कुल मुफ्त में टीका लग रहा है मोदीजी के गुजरात में बड़े आए मोदीजी के विरोध करने वालों हुमममममममम ुर्दामोदीजीकेसाथहैं :smiling_face_with_sunglasses:,1
शहाबुद्दीन के लिए अचानक बड़े डॉक्टरों की टीम कहाँ से और क्यू आई थी ,1
ये ख़ामोशी बहुत कुछ कह रहा है  ,1
दुष्ट चोर,0
चुप रहो मुल्लों के :grinning_face::grinning_face:,0
ींदसेजागोअमितशाहजी ारीतूनारायणीहै     ,1
़ोसियोंपरसितमढायाजारहाहै ुछइसतरहअच्छेदिनलायाजारहाहै गोरखपुर के गली मोहल्लों में अवैध असलहों की भरमार है वहां  अवैध असलहे मिले हैं पर कोई कार्रवाई नहीं हुई है जो मुख्यमंत्री अपना जिला नहीं संभाल सकते हैं वह प्रदेश क्या संभालेंगे ,0
बिखर गये सब रंग वफ़ा के ख्वाब सुहाना टूट गया कार्यकर्ताओं ने जिसको टूट के चाहा चुनाव के बाद वो मोदी शाह रूठ गया चुनाव के बाद रंग बदलनेवाले लम्हे धोखा देते हैं मोदी शाह धोखा देते हैं ममतावाम से क्या शिकवा करने जब मोदी शाह धोखा देते हैं  ,0
चुप रहो मेरे मूर्ख बाप अब आपका समय नही है अब मेरा समय है मैं जो कहूँगा वो ध्यान से सुनना ,0
ईस्वर आपको देख रहा है और इसका हिसाब भी जल्द होगा भगवान के घर देर है अंधेर नहीं ंगालहिंसा  ,1
  ुरानीपेंशनबहालकरो     ारतछोड़ो  िजीकरणभारतछोड़ो ्मचारीकाअधिकार िजीकरणकेख़िलाफ़इंक़लाब ्वास्थ्यक्षेत्रमेबजटबढ़ाओ  ो ,1
i am shocked they didnt mention a line karam you have been our worst sufferer करम हमारे ख़राब ह भुगत आप रहे ह  ,1
बस करो राहुल जी चुप ही रहो आप तो,0
ृषिकानूनरद्दकरनेपड़ेंगे     िसानोपरfirमतकरो  ,1
दुष्ट आत्माएं ,0
जितिन द्वारा बीजेपी का प्रसाद खाने के बाद अगर आम जनता अब भी अपने अपने चहेते नेताओं पर आँख बंद करके विश्वाश कर रही है तो यकीन मानिये हम भारतीय अब भी पाषाण युग में जी रहे हैं अब भी सुधर जाओ नेता किसी का नहीं होता अपना काम बनता भाड़ में जाए जनता,1
सुबह से लोग ओसामा साहब की मदद के लिये नेताओं से अपील कर रहे थे इमरान प्रतापगढ़ी ओसामा साहब के पास पहुंचे यहाँ मैं किसी को अच्छा बुरा नही बना रहा लेकिन आप लोग जब भी इमरान प्रतापगढ़ी के किरदार पे उंगली उठाये तो याद रखियेगा ये बन्दा हाज़िर जवाब है ,1
“लगा के आग शहर कोबादशाह ने कहा उठा है दिल में तमाशे का शौक़ बहुत झुका के सरसभी शाहपरस्त बोल उठे हुज़ूर का शौक़ सलामत रहेशहर और बहुत”    ,1
     ैलेशयादवसस्पेंड  ोहितसरदाना   ,1
आज बंगाल पुडुचेरी तमिलनाडु असम और केरला में कोई भी सत्ता जीते उससे कुछ फर्क नहीं पड़ता क्योंकि देश की जनता की हार हुई है        ,1
सहाबुद्दीन कमज़ोर और दबेकुचले लोगों के लिए सर्वोच्च नेता और नायक थे उन्हें न्याय मिलना ही चाहिए हम उनकी मौत पर जांच चाहते हैं क्या आप मेरी बात से सहमत हैं ,1
जो भी ुत्ता पालने वालेअपने आप को मॉडर्न और गाय पालने़ वाले को पिछड़ा कहते हैं वो दूध भी ुतिया का ही पिया करें  जय श्रीराम,1
जब तुम पजामा पहनना सीखे भी नहीं थे तब साहब ने तुम्हारी माँ को ताज पहनाया था भूल गए  ,1
 के बेटे  के नाम पर कुछ फर्जी ट्विटर id बनाकर राजकीय खेल खेलने में लगे हैं उनसे सावधान रहें  ,1
अलविदा शेरएबिहार… अल्लाह आपकी मग़फ़िरत फरमाए आपको जन्नतुल फिरदौस में आला मकाम अता फरमाए और अहले खाना को सब्र जमील अता फरमाए :palms_up_together::loudly_crying_face::loudly_crying_face:  ,1
ये ऐसे फ़र्ज़ी और फूहड़ सीरियल बेन होने चाहिए क्या सन्देश जाता है ऐसे टीवी सीरियल से समाज मे ज्यादातर औरते ही देखती है ये सब उनके दिमाग़ मे खचरा भरा जाता है और यही कचरा वो अपने बच्चों को दे देती है नतीजा पूरा परिवार अंध्विश्वास की और बढ़ता है:angry_face: ,1
एक बार फिर चुनाव में मुर्ख हिन्दुओ को महामूर्ख बनाया गया ,0
   hence    liars i was shoutin since childrens death in up  banned by sardar patel didnt listen ेरनहींभेड़ियापाललियाभक्तो  ,1
चुप रहो :loudly_crying_face:,1
मिले ख़ाक में नौजवान कैसे कैसे ज़मी खा गई आसमान कैसे कैसे  ,1
रिप्लाय नाही करत तोत्याने रिप्लाय करावा म्हणूनच त्याची आयमाय एक करत असतोत्याच्या डिएमग्रुपमधील वेश्या पण सध्या गप्प आहेतखास करुन ती युपीतील वेश्या,0
ोदीहैतोमुमकिनहै   ोदीभगाओदेशबचाओ तुम्हारा अब्बा हैं,0
once in a century ुसमोदी का साया मेरे देश के ऊपर से हट जाएगा आर्मी सारा काम संभाल रही है दवाई ऑक्सीजन आदि भी तेरे राजनीति से मुक्त हो जायेगी सभी के अपने अकालमृत्यु मर रहे है  मानवता केलिऐ  देशभक्त हो तो,0
न्यायालय क्यों दोगला व्यवहार करता है सन्तों के साथ आंतकियों को बेल क्यों मिल रही है:red_question_mark:जबकि sant shri asharamji bapu की उम्र भी  वर्ष है फिर भी उन्हें ayurveda इलाज के लिए भी बेल नही दी जा रही है क्यों:red_question_mark: ापूजीकोआयुर्वेदिकचिकित्सामिले क्योकि ये उनका मौलिक अधिकार है ,0
सबसे गरीब बीमार आदमी के लिए सबसे सस्ता डॉक्टर भी बहुत महँगा है  विनोद कुमार शुक्ल   ,1
भाई पूर्ण बहुमत की सरकार क्या गुड़म्बा बनाने के लिए है लोगों में बने विश्वास को कमजोर मत होने दीजिए प्रशासनिक और राजनीतिक हल ढूंढिये बंगाल में खूनी खेला को रोकिये     ,1
जब कुर्बानी देने का टाइम आता है तो सिपाही की दी जाती हैराजा और राजकुमार जिंदा रहते हैंगद्दी पर बैठने के लिए  ,1
बड़ी जल्दी ये बात समझ में आ गई  जब वो टोंटीचोर कह रहा था कि वैक्सीन नही लगवाएंगे चाहे मर जाये तब राजनीति समझ नही आ रही थी क्या  देश के वैज्ञानिकों पर सवाल उठा दिए तब तब नही सूझा की वैक्सीन मोदी जी नही बनातेतुम अब के समाजवादी कमीने तो हो ही दोगले भी होजब चाहे बदल जाते हो,0
मी काही पण करील मदरचोद तू कोण सांगणार मला,0
पश्चिम बंगाल में tmc कार्यकर्ताओं द्वारा bjp कार्यकर्ताओं की हत्या लूटपाट व मारपीट की घटनाएं लोकतंत्र को शर्मसार कर देने वाली है क्रूरता की सारी हदें पार करके सरेआम लाठियां बरसाई जा रही है हैरानी की बात यह है कि स्थानीय प्रशासन मूकदर्शक बनें हुए हैं ,0
बंगाल के कोबरा के पश्चात अब उत्तर प्रदेश में एक कोबरा को शामिल किया गया परंतु एक कुत्ता इतना खुश क्यो है इसको तो घर के बाहर ही रहना है और घुंघरू पहन कर नाचना है,1
joker says बंगाल में रहने वाले चुटिया सेकुलर हिंदु का वोट लेके पार्लिमेंट पहुंचना था ,1
वाह रे लोकतंत्र  जब सरदाना जो कि कोविड पॉज़िटिव था उसका मृत शरीर उसके घर जा सकता है तो शाहबुद्दीन साहब जो कि कोविड नेगेटिव होने के बाद भी क्यों अपने घर नही जा सके संबिधान का इस्तेमाल भी अपने हिसाब से कर लिया रे चड्डिधारियों  ,1
aimim बिहार को थोडा भी दुःख है तो शाहबुद्दीन की वफात की तारीख को हर साल गम में मनाये ताकि लालू और तेजस्वी का गुनाह जाहिर हो ,1
 जो बंगाल के बारे में नही बोल पा रहे है उनका ऑक्सीजन लेवल चेक करने की जरूरत नही है वो तो मरे हुए है पहले से ही:angry_face:,1
  ुरानीपेंशनबहालकरो     ारतछोड़ो  िजीकरणभारतछोड़ो ्मचारीकाअधिकार िजीकरणकेख़िलाफ़इंक़लाब  िसानकार्मिकसंगसंग  ,1
बंगाल हिंसा के आरोपों को जूठा साबित करने के लिए को सुप्रीम कोर्ट गठित sit से जांच करवानी चाहिए ये एक करारा जवाब होगा और ,1
i’m shocked to see president xi xing ping’s letter of sympathy to pm does not contain the core line ‘’ गलती हमारी है और भुगत आप रहे है ’’   ,1
शेरएशिवान अलविदा अल्लाह आपकी मग़फिरत फ़रमाये ओर घर वालो को सब्र ऐ जमील अता फ़रमाये सब याद रखा जाएगा इंशाल्लाह:sad_but_relieved_face::sad_but_relieved_face::sad_but_relieved_face:   ,1
बड़ी अजीब कौम है सिख जिस चीज़ की कमी होने पर लोग कालाबाजारी करते हैं ये लोग उसका ही फ्री लंगर लगा देते हैं:folded_hands: कुछ फर्जी रास्ट्रवादी इनको आतंकवादी भी कहते है :enraged_face:   ्टिसफॉरशहाबुद्दीन,0
जिस राज्य में हारते हैं वहां दंगा हो जाता है सोचो देश हारेंगे तब क्या कराएंगे :worried_face: ,1
भारत के लीए आंतर्राषट्रीय स्तर पर चंदा हो रहा है पर अंध भक्तो को कुछ फर्क नही पडता क्युं की यह अंध भक्त है देश भक्त नही ाहिसाबदो    ,0
जड़बुद्धि जी  अमर अंकल की स्पांसरशिप में आस्ट्रेलिया में पढ़ाई की थी या गिल्लीडंडा खेला था ेशर्म,0
वह कार्यकर्ता जो बंगाल में मारे जा रहे हैं वह आपकी सत्ता के लिये लड़े थे उनके ऋणी हो सभी लोग यदि उनके जीवन की रक्षा नहीं कर सकते तो ईश्वर के ही शब्दों में कायरता का आरोप लगेगा   ,1
हिंदू अगर दिल है तो धड़कन मुसलमान होगा हम सब मिलकर रहें तो मजबूत हमारा भारत होगा           ,1
  देशभर में अब तक  वैक्सीन डोज़ दी गई हैं जिनमें पिछले  घंटों में दी गई  डोज़ शामिल हैं सूचना एवं प्रसारण मंत्रालय भारत सरकार   ,1
देश में पिछले  घंटे में कोरोना वायरस की  वैक्सीन लगाई गईं जिसके बाद कुल वैक्सीनेशन का आंकड़ा  हुआ   ,1
तुम्हारी झूठ की हांडी फूट गयी  ,1
रंडी तो हस्तमैथुन की मलिका बनी फिर रही है हस्तमैथुन क्यों करती है तेरी खुजली तो हम मिटा देंगे,0
समुद्र के सामने भी भगवान श्रीराम ने पहले धरना दिया था और उसके बाद धनुष पर प्रत्यंचा भी चढ़ाई बिनय न मानत जलधि जड़ गए तीनि दिन बीति बोले राम सकोप तब भय बिनु होइ न प्रीति॥ ,1
पहाड़ो में बसे गाँवो के किसान आदिवासीयो के साथ कैसा अन्याय होता है नक्सलवाद की आड़ मे वह मुस्लिम समुदाय के युवा आज समज रहे होंगे शहर मे mpके बेटे को अपने पिता के अंतिम संस्कार के लिए लड़ना पड़ रहा है तो सोचिए गाँव के आदिवासी किसानों की कोंन सुनता होगा ,1
जब आदमी बेशर्म हो जाता है तब उस पर कोई राष्ट्रीयता की वैक्सीन काम नही करेगी वेशया की दलाली खाने वाला किसी भी स्तर तक गिर सकता है वो अपनी मां को भी बेच दे इसकी कोई गारंटी नही होती वैसे ही गद्दारो की प्रवृति होती है इनकी फितरत को किसी वैक्सीन से नही बदला जा सकता है सिवाय ,0
कल कोई कह रहा था कि देश साल पीछे चला गया मैने कहा बस  साल और रुको सीधे त्रेता युग में होंगे आप गजब चुटिया हैं,0
दफन होने के बाद तुम्हारी आवाज़ निकल रही है जब से मुंह में दही जमाई हुई थी लालू यादव की रिहाई की शर्त शहाबुद्दीन साहब की मौत थी इसीलिए कोई राजद परिवार का नेता शहाबुद्दीन साहब की मिट्टी में नहीं पहुंचा  ,1
हार जीत तो ठीक है मज़े की बात ये है साहब का बांग्लादेश के लिए आंदोलन कर जेल जाना बेकार हो गया :winking_face_with_tongue::see-no-evil_monkey: ,1
धर्म मजहब और रिलिजन में अंतर है पांडे कार्ल मार्क्स ने धर्म को नही रिलीजन को अफीम बोला दुख की बात ये है कि हिन्दू नाम के वामी और दोगलो को धर्म मजहब और रिलीजन का अर्थ नही पता और सामने वाला कुछ भी कांड करे  साल से तो चुप रहो जब कोई उत्तर दे तो फिर फटने क्यों लग जाती है,0
कैसे भूल जाऊं :enraged_face: वर्ष  मे जब भारत मे क्रूर दुष्ट आक्रन्ता बख्तियार खिलजी द्वारा ालंदाविश्वविद्यालय को तबाह कर दिया था उस समय पुस्तकालय मे करीब  लाख पुस्तके थी लगातार  महीनो तक आग जलती रही सदियो मे अर्जित किया ज्ञान राख मे तब्दील हो गया और हम चुप रहें :enraged_face: :enraged_face::loudly_crying_face::loudly_crying_face: ,0
अपने कोरोना मुक्त होने पर खुशियां मत मनाओ ोगी जी कुछ अपने राज्य के बारे में सोच लो रोज हज़ारों लोग कोरोना से संक्रमित हो रहे हैं और सेकड़ो लोग मर रहे हैं कुछ तो शर्म करो     ,0
फाँसी हो इस हरामी को,0
कोरोना काल में पिंक सिटी प्रेस क्लब की नई पहल  covid vaccination rajasthan  the aawaz   ,1
अभी गनीमत है सब्र मेरा अभी लबालब भरा नही हूँ वो मुझको मुर्दा समझ रहा है उसे कहो मैं मरा नही हूँ ाबुद्दीन आप हमेशा अमर रहेंगें लोगों के दिलों में :crying_face::loudly_crying_face::anxious_face_with_sweat::backhand_index_pointing_down:  ,1
अगर धरना देने से सब सही हो जाता तो कुरुक्षेत्र में भी श्री कृष्ण जी अर्जुन को यही सलाह देते :enraged_face::enraged_face::enraged_face:      ,1
 नौकर हो मालिक नहीं ये माहाकालेशवर सीखाता है   :bell: ,1
ima वालो तुम्हारा लूटना जल्द ही बंद होंगा और कलियुगके मुताबिक तुम्हे यही इसी जगह कमीने पन की सजा भुगतना पड़ेगा,0
नेतृत्व करने के लिए उम्र की नहीं साहस और क्षमता की जरूरत होती है     ,1
trending now ेंद्रमोदीग्लोबलपप्पूहै ोदीभगाओदेशबचाओ ोदीइस्तीफादो   ,1
शर्म की बात तो ये भी है कि जब कश्मीर हुआ था तब भाजपा सरकार को समर्थन दे रही थी और आज समपर्ण कर चुकी है  ,1
