text,label
it is very unfortunate to see silence of top leadership over suspicious death of ex mp shahabudin saheb justiceforshahabudin justiceforshahabudin,1
there is only one centre where vaccination for is taking place in whole gwaliorthat too for limited people by this rate it will take yearsfor this vaccination drive and soon we will face this horrifying situation again shivrajsinghchouhan ndtv resignmodi vacineshortage,1
tbf that wa actually oba of lagos and i remember tinubu frowned at the statement tinubu is still a dick head though,0
if you turn into an absolute prick around certain people and use their happiness to get a laugh with the other person then go back to yourself when theyre gone youre an absolute cunt sorry,0
soacording to the cdc vaers vaccine adverse event reporting system almost k people have died after getting the covidvacine see that is alarming but no one really seems worried i am not getting this damn vaccine until i am forced let u see how long i can make it,1
i even saved for the fucker and he did not even come home when his banner wa happening,1
oh fuck off everyone and everything,0
kalskwkdjaksb como me grabo a joseph diciendo son of a bitch porfa lo amo un monton,0
fuck i forgot how you can actually like going to work when you enjoy your job lol,0
hetrademarks an asshole for grabbing shetrademarks an asshole for accepting it,0
yes we ordered the most vaccine but by even the most rudimentary assessment of risk we got it horribly wrong vacineforal indiacovidcrisis,1
what a disgrace the country which manufactured and spread the virus get to sell the antidote and that too a useless one chinavirus wuhanvirus,0
i already know i am about to cry like a motherfucker at this pose epsidose,0
stay safe king do not get yourself injured for that waistcoat wanker,0
my mom and bf took the stair instead of the elevator with me and i just know theytrademarkre talking shit,0
bitch it took approximately one minute and fifteen second before i screamed girl for bloody murder,0
i am a working bitch are not got no time for dick,0
yes bollock,0
if i get into a fight you see me ona ground n i get back up n my face clear wih no bloody nose no scar no black eye den tha bitch hit wa not connecting set rolingontheflorlaughinghundredpoints,1
well she ha got his bollock in a vice or she would have if he actually had any facewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoy,0
fuck off,0
you do understand how social medium work right you cantrademarkt just make outrageous accusation like calling someone a pimp and not expect to be questioned on that,0
wiliam gala is a dick head very pathetic player in life everyone start from somewhere let me ask the idiot his first start to football he made it at once he shud talk about chelsea not arsenal pls,0
mayday world leader indiacovidcrisis it is a carnage a genocide case reported by govt of india are not even of actual new case death govt ha abdicated it responsibility your current help is insufficient,1
what else can be more painful than writing hinduslivesmater even that in hindustan we are no more safe in our own country because every life matter except hindu the question is why why this much of hatred towards hindu hinduism bengalburning presidentsruleinbengal,1
fuck off i do not care anymore,0
she ha the perfect pussy,0
at least million pilgrim visited haridwarmahakumbh the eventrademarks organiser announced on thursdayunderlining the risk of infection at the mega event that wa widely criticised for rampant violation of chinesevirus protocol and massive overcrowding during alarming,1
i agree and the wta are entitled to protect there sponsor medium partner and fuck her off if she break contractual agreement,0
resignmodi shame on you still not giving full supply of oxygen to delhi even after court told so shame how far he will go for his cheap politics we are dying there is no management modi govt is concerned about election only,0
shitbag,0
jb irfan junejo uni aye tha tb yeh stage p bol nhi rhe thi k mje kese ki baton ka farq nhi parhta blah blah,1
absolutely disgusting behavior displayed by mp from bangalore karnataka legislator muslim employee were targeted removed a scapegoat for the state govts incompetence blatant islamophobia by sitting bjp politician in position of power,0
blurgh i am sorry but also v appreciative of the company gender can fuck right off now,0
sad cryingface who is in that massive poster on top of the house doe not look like resignmodi,1
how much pain he had to do this resignpmodi,1
failed government the worst government pmodi modikavacinejumla ministre amitshah,0
i do not know much about indian politics but this is literally a human massacre in broad daylight my heart go out to bengal may they get the justice they deserve foldedhandslightskintoneslepyface bengalviolence bengalburning,0
people are dying every minute without oxygen and this pm is playing the violin like a fool today destructive situation in the country resignmodi resignpmodi resignamitshah,0
rally from indian prime minister and lost shame on him he lost by a cm this should be the height of shameless resignmodi resignpmodi,0
cont post by idiot rcp they even went to the extent of actively opposed q if the sparts and the rcp were really funded by the cia or mi then why did not they try alot harder to actually mislead the movement and not just sit backtalk bollock,1
relieved to hear from friend and family in germany that they either got their first dose of the covidvacine or have now appointment for it at the same time worried for friend and their family in india who are scared and upset what a world we live in indiacovidcrisis,1
when the congress come to power i want to see all the chatukars start behaving like submissive dog no i do not want to call them journalist they are nothing but cold blooded accomplice to the clown and the roadside thug sabyadrakhajayega incindia resignmodi,0
shame on our indian gov shame on to our prime minister the vaccination number are going down china is doing average million vaccination per day usa million where india come le than million please for god sake resignmodi,0
istandwithbengalihindus arestmamata bengalviolence armyno other alternative justiceforbengalbjpkarykarta bengalburning and why reportswil it save life sadbadjunglekiling field of bengalimpose prez rule a soon a posiblesince it worse than kashmir now recounting,1
i am such a bipolar son of a bitch,0
thepact imagine lying to your husband and family for week after leaving someone to die and then having the bloody nerve to guilt trip him to not mess up the family what a bitch rolingontheflorlaughing,0
kashmir philistine syria iraq and many other muslim country are facing oppression by hindu and jew i warn the united nation that if islamophobia is not stopped the consequence will be dire,1
civilisational religious hindu who have only india a their home have no choice but narendramodi iam not dhimi to vote rabid hindu hating opposition so isuportmodi however i do not have majburi like itcels to hail his silence while hindu of bengalburning mp mla,1
funnily enough i met him few year ago and he wa an absolute delight i even told him so and he said actually i am a bit of a cunt thought he wa being funny but maybe he wa being serious,1
a a millennial eager to be vaccinated i understand criticism of the agebased rolout but given that it is boomer who keep trying to breathe on me maybe it is best for me that they get their shot a soon a possible nspoli covidvacine,1
sam do you think this traitorous bastard will even get a rap over the knuckle thinkingfaceangryface,0
where are your pussy lip gone,0
please do not donate to pmcaresfund kisanbolenovotetomodi kisanmazdorektazindabad farmlawsnextpandemic farmersvsmodivirus farmersprotest modimustresign modihataodeshbachao modiresignorepeal modiresign resignmodi resignpmodi modidisasterforindia,1
called up no given in cowinap like the oxygen and missing vaccination centersthe no wa dead what a total mess sirji modikavacinejumla modimadedisaster now how am i supposed to take my nd dose,0
given the current beauty standard for neckdown alopecia is not it better to be a balding twat than the reverse,0
human being call out usa a the most selfish country ha no respect to human right hoarding vaccine disregard serum ceo appeal refused to lift vaccine raw material export to india for week indiacovidcrisis,0
it is saddening to see the condition of bjp worker in wb it is the request to senior leader in bjp to take cognizance of it rather than wishing the goon plz do something for your supporter bengalburning,1
who wa the asshole shouting shoot me in the background,0
bengalburning hundred of hindu killed raped but no one have gut to stop this brutality to stop goon hinduslivesmater bangalviolence bangalelection,0
killing people because of their ideology is crime against humanity this is gandhiji s land please stop your party worker from all the inhuman activity i doe not like bjp but never can see them bleeding because of their politics spinlesbjp bengalburning,0
another brazen rape of a young christian girl in karachi and instead of arresting the rapist the corrupt police have started harassing and torturing the family victim calling on for help is this islamophobia or kafirophobia,0
oh gosh is there a better feeling than when youtrademarkre sucking dick and he put his hand on the back of your head to force you down while he thrust his hip and call you a good boy plz send me dick to suck itrademarkm needy,0
narendramodi is the super spreader of coronapandemic in india he is the biggest disaster for the country modiresignorepeal modikavacinejumla,0
why do so many people carry on about how the covidvacine process doe not hurt a bit so bloody childish we all know that that is not what we are worried about it is the efficacy and side effect that are of massive concern,1
am sure and must be losing viewer nobody like the real truth that people are responsible for the spread of the chinesevirus,1
ipl suspended thing must be bad in india indiacovidcrisis,1
you won bengal and you won heart too bengal is all yours these all covid crisis is because of you resignpmodi,0
even when people suffer lpg petrol diesel all essential commodity price go up oxygen is taxed at no relief to jobless or shut down business what the hell resignmodi,1
you idiot do not have gut to question the govt exitmodi resignmodi resignpmodi,0
bloody hell all the work on rickettsia bartonelosis and qfever is going to need to be replicated is not it,0
i am late to this but collective is a gripping a it is terrifying revealing how a state can become owned and fatally let go of essential service a doc for always but also for the pandemic epoch in uk the u and especially indiacovidcrisis,1
situation is very grim in bengal violence against the hindu is rising and every day it is time for u to stand with bengali hindu cruelmamata arestmamata bengalisburning bengalviolence bengalburning bengal tmcteror tmcgons,0
mine are literally c cup fucker,1
bloody hell is going to be a long summer for transfer,0
itrademarks very disheartening to see that what our pm is doing during this pandemic he is acting like a normal politician instead of a pm i use to admire him but not now sorry sir but this time my vote will be not go in favour of bjp our pm ha failed resignpmodi,0
raghuran rajan say india corona crisis ha revealed complacency and lack of foresight in feb modi wa bragging like a fool that india ha defeated corona resignpmodi resignharshvardhan,0
ji taswer deikh ker aisa legta hei pao per nahi gola lega bulkay slip ho ker do pahado k darmian wali jega per l,1
it is alarming to hear that there were five case of blodclots resulting from the covidvacine this week alone in australia not good the safety of these vaccine ha without a doubt been called into question i personally do not want to take the risk of suffering blood clot,1
i generally do not tolerate people trying to interfere like that would you like a person in your life that could be manipulated into turning their back on you no then maybe stop doing it and fuck off,0
continue because no covidvacine in the world is going to cure u from the havoc we are constantly inviting in the name of devotion india even at that time continuously listen to our government favourite tv news anchor blame other religion for the covid pandemic,1
meat phaseout can never be a good thing piss off,1
this filthy woman kangana ranaut is more dangerous than corona virus to our nation throw her out to nepal istandwithsidharth istandwithmamtabanerje didiodidi modihataodeshbachao modiresign resignmodi,0
shame on center even shame word will feel shame for comparing with modi resignmodi modimadedisaster,0
my thought are with you india stay strong it is absolutely terrifying indianedsoxygen indiacovidcrisis,1
amidst the covid crisis the country situation get worse by the bengal incident covidindia indiacovidcrisis staystrongindia,1
spirit is really starting to piss me off how tf am i supposed to work for myself if i do not have the fund to do so putting me in situation to either quit my or lose it like bitch this shit is getting old almost a damn year with this repetitive bullshit i hate it,1
still doe not excuse you on voting against yourself and your people white people will never accept you no matter how hard you try man fuck their system lol,0
how bad medium narrative can discount the tremendous work partner are doing on ground covid vacinesforsexworkers vacinesnotstigma covidvacine,0
np pimp,0
how many more shitbag toxic asshole do i get to unfolowsoftblock today,0
sadly enough innocent poor people of indiacovidcrisis are dying but you are is evolves back from human to monky pileofpo indianlivesmater,1
people feel that we should be like mexico and over throw our government what the fuck,0
my heart go out to india i see you eye indiacovidcrisis you matter indianlivesmater please stay safe over there so many precious life lost and life in dire strait indianedsoxygen indianedshelp,1
this heat wave can fuck right off i do not have ac i am dying,0
this is scary indiacovidcrisis indiacovid,1
nothing to do with being a gary nevile and more to the manager being a spineless twat and not being a proper manager f england again will win fcuk all,0
ben rhodes is a failed fiction writer who you dumfoundingly devastatingly allowed to dictate foreign policy wreaking havoc on an international scale that the united state is still trying to claw it way back from shutupbary,0
there is probably a tall local hooker who ha a line of puto homies from jotostrucha for his recovery before they throw them out but that is just wordofmouth he love hotelife and babysitting,1
nothing much to say you destroyed india and burnt it to ash resignmodi resignpmodi bjpfailsindia saveindia savelives,0
we donot hv a prime minister or a cabinet of minister we hv a bunch of dangerous criminal governing d country nd we a a nation sinking dying stifled this disaster will continue nd inflate further unles d horrible incomptents r removed nd,0
modiresign modikavacinejumla modihataodeshbachao modiresignorepeal farmersvsmodivirus farmlawsnextpandemic farmersprotest nofarmersnofod boycotgodimedia shame on godi medianever raise issue with bjp you are equally responsible with maut ka saudhgar,0
after loosing rohitsardana ji this people are still worrying about election and they are talking about lose of bjp seat idiot indiacovidcrisis lost life here because of your election biggest show shame ajtak indiatoday ajtakteam,1
there go that damn,1
extremely underrated arguably england best test cricketer in the post botham era before the golden generation of cook kp anderson etc resignmodi,1
again we canot just look away indiacovidcrisis,1
fighting in twitter doe not mean any thing india ha a population of about billion of which a few million us twitter so stop fighting in the internet and start fighting in the street that is how we became who we are jai hindindia resignmodi,1
zero death and mini hitler is extending the lockdowntime to stand up to this bollock,0
what justice are they seeking many people died suddenly because of chinesevirus so did he anyways he wa a criminal so why so sympathy for him what good he ha ever done in his life stopwastingtime justiceforshahabudin,1
spinelesmodi spinelesbjp big shame being in majority you canot save even your own karyakartas how will you save any other hindu lost the trust of your core voter hinduslivesmater bengalburning,0
ha the indian govt been replaced by a pr management company of gujarat shame resignmodi,0
got my dick sucked by a girl with a plate in her head call that iron dome,0
yeah we did not do any of that shit just celebrated our th anniversary,1
i do not know what should i say i am speechless and devastated humanity is dead and calling them animal would be an insult to the silent bread be safe and never be a part of join the goon called politics bengalburning mamatabanarje pleasestop foldedhandslightskintone,0
atl all quiet now isntrademarkt it lil bitch miraculously stopped yapping after his enforcer came out with a bloody nose perhaps basketball and the knicks arentrademarkt for you sorry,0
when are you going to muster the courage and accept responsibility you worthless prick modiresignorepeal resignpmodi pmoindia narendramodi,0
it is always terrifying and appalling that one person can be responsible for the death of so many peoplethe suffering of the innocent bjp worker is beyond measurefacewithrolingeyes mamtabanerje bengalburning,0
covidemergencyindia covidindia indiacovidcrisis indianedoxygen johnson and bc say job and trade worth whatever for covid stricken uk from covid stricken india no indeed this not going to happen abolish capitalism what are we waiting for,1
given how aichan bleeds you dry with assorted elfoutfitswhatever the fuck the no guarantee stigma box ha going on compared to sweet paimon with we regret to inform you the weapon banner is haunted,0
i do not know we got the pussy m view i am screaming,0
with the global pandemic so bad in many country around the world vaccine production must be increased exponentially damn the patent give the order emergency measure now indiacovidcrisis vulcansalute,1
very sad to see india image spoiled only due to coronavirus uncontrollable spread in country and utter failure mismanagement of pm and goi of india resignpmodi lockdownindia save people of indiadistribute vaccine widely and provide otrademark,0
i wore a turbanhijab this day to shopper i did not wear a mask because i used the material of the kefiyeh hanging off the side to cover my face tucked it into my turban i got look fright i brushed it off since it wa so normal expected still othered me islamophobia,1
no wonder we hindu get belted all the timebjp is making a mockery out of itself while the innocent karyakartas are beaten,0
last night saw a guy cry in hospital parking lost his mom now fighting to save his dad that scene tore me apart never felt so helpless angry disgusted resignpmodi via,1
i wish i could help i have had people flirt with me give up and just beat me over the head with my own dick when i did not catch on,0
you son of a bitch son of bitch,0
tmc goon attacked our convoy in west midnapore broken window attacked personal staff bengalburning,1
you can fuck all the way off,0
i would like to add a little note here sienna i think that itrademarks a bit unreasonable to call her pimpmadame because we all have at least one client like shetrademarks describing also i have had many date that are similar to,1
my coworker broke up with his boyfriend this weekend so i said wow this is like your flu game today huh and he replied with what the fuck are you talking about,0
because you are a milf and i am a mother fucker,0
i swear why wa the system so underprepared and reckless indiacovidcrisis,0
looking back the first wave in india feel like a cool breeze compared to the second one which feel like a ferocious storm it break my heart seeing the news every other day people dying people helpless government careless secondcovidwave indiacovidcrisis indiachoked,1
reporting the blood clot occurrence the way you are is also hurting the pandemic effort covid astrazeneca covidvacine,1
govt failed to save the people from this covid situation people dy with insufficient of oxygen ventilation bed this is most bad situation we are facing resignpmodi,0
trend chinesevirus know you are enemy dontrademarkt fight with you are saviour blame china and agent of china in india registered,1
both a dick is a dick,0
i got my second covidvacine yesterday and while i am feeling pretty terrible it doe not feel like a lupusflare that is a big victory for me vacinesavelives lupus lupusawarenesmonth autoimunedisease systemicscleroderma hashimotothyroiditis,1
cunt and wanker i say all the time bastard shit bollock probably others loudlycryingface,0
covidvacine pm sir you were voted for decisiveness we do not understand why compulsory licensing for covaxin is not implemented it is not made patent free people are dying why are we begging to wto,1
cover those nipple you do not want to look like a whore clamp would work,0
looking forward to the ally pride scheme from you i ran it last year to support and additionally piss off the hater,0
watched that fergie film last night and loved the line on the leightonsealey conundrum le wa not a better goalkeeper than jim but he thought he wa so he wa picked i prefer dick head goalkeeper so i would stick with henderson for a season on that basis,0
why in hell is the governor giving vaccine availability update absconding resignpmodi,0
bjpsponsoredterorinbengal do not believe bjp the fight is between the old and new bjp worker we already have seen this during candidate selection and now it is happening everywhere it is an organised attempt to demonise west bengal who rejected the hate politics resignmodi,1
shameless creature people are dying still they have no regret must resignpmodi must implement india lockdown,0
it is heart breaking to see the world biggest democracy at a breaking point the virus can only be controlled by collective action under a strong leadership that is what india is lacking today covidindia indiachoked indiacovidcrisis resignpmodi,0
citizen of india did not deserve to die devoid of basic healthcare oxygen bed icu medicine lost my father and uncle too incompetent must resign resignharshvardhan resignmodi covidemergency covidindia covidemergency resignharshvardhan,0
i need a to pimp a butterfly,0
st june i have spent the last few day in holiday at a busy beach in the city on public transport in shop museum pub and restaurant based on how close every fucker get to stranger and shit mask technique it feel like june is already here,0
modikavacinejumla who is responsible for oxygen modiresign do you agree with me redheart do not you agree with meclockwiseverticalarows,1
doe goi care nah a they say they have enough oxygen and no shortage aid sending country are stupid feeding a beggar when he is not hungry go figure resignmodi,0
my country bleeds my heart pain my eye well up and dirty politics play continues sad indiacovidcrisis,1
india is facing pandemic since it only get worse now indiacovidcrisis modihataodeshbachao,1
i never thought my wish will become reality made chinese their sponsor and same chinesevirus took away their biggest event iplcancel iplsuspended iplsuspend,1
more embarrassment for indian govt a new zealand high commission in delhi deletes tweet seeking help on oxygen cylinder from youth congress leader exitmodi oxygencrisis oxygenshortage newzealand iyc youthcongres rahulgandhi indiacovidcrisis,1
knocked the bastard out,0
even if celebrity like come forward and help india we do not fucking need to beg from other country sonusod india indiacovidcrisis indiacovid,1
shameless society shame on such kind of secularism bengalburning,0
am i the only person who canot not imagine the asshole cyclist who will bomb down this lane at high speed threatening the pedestrian enjoying the cafe,0
fuck off,0
istandwithbengalihindus arestmamata bengalviolence armyno other alternative justiceforbengalbjpkarykarta bengalburning and why reportswil it save life sadbadjunglekiling field of bengalimpose prez rule a soon a posiblesince it,0
republican criminal element are exposed take this shitbag criminal scum andrew clyde for example,0
i also expect the same from this horrified cm of jharkahand giving him some important tip to control the horrible situation due to chinesevirus by the pm of the country this bafon totally failed to understand the con,0
got to clear that shit aka it is time for we have got some library hold some anticipated recent release and a bag of teeth,1
damn itrademarkm fixing to b at work all night,0
help india indiacovidcrisis can not be controlled due to the lack of sufficient medical equipment and aspiration,1
ayo why do i feel like itrademarkm having an acid trip my whole vision is making pattern and shit bruh itrademarkm legitimately scared what the hell is this,0
yes god whatever go fucking live your life dontrademarkt show your face to me again i dontrademarkt want to see you ever again that wa the action that broke the cameltrademarks back the pimp brushing himself off cutting tie with vox all together wa the best idea,0
fvck this bastard dey make me type like illiterate,0
it is extremely sad to watch what is happening with indiacovidcrisis we have learnt in this pandemic that once we get to seeing to wave it is definitely too lateindianedsoxygen covidindia indiafightsback,1
resignmodi you dontrademarkt deserve to be the pm you dinky lil bitch,0
it is so sad and heart wrenching to see what we have come to the entire healthcare system ha collapsed dur to the failure of this govt there are no bed oxygen available people are trading supply at rate which is unbelievable sham on india resignmodi,1
agreed how about that b in tulsa letrademarks drag some old garbage from year ago into the mix to piss off and divide the country some more,0
resignpmodi resignpmodi you are unfit to rule dadhi badha hi rakhi hai you better attain sainthood not one tweet condemning bengal violence not one tweet local bengali who supported you ha been fooled,0
donkey son of the donkey guy,0
if you will not bend me over and fuck me in my compression sock then you do not deserve to bend me over and fuck me when i am in a sundress and no panty,0
how much is unlucky for zafar doughn even two gaj land are not found in koeyar justiceforshahabudin,1
bitch get out of here we all know sial is real,0
yes because of the virus you created trust me you will not be laughing when karma come knocking at the door wuhanvirus cpvirus chinavirus ckmkb,1
so which kid ha it worse dick head or pussy head i saw pussy lrt,0
insurectuon or wa he there for the raleycome limp dick you need to do better then thatry again,1
rightbacks bloody hell absolutely ridiculous englandsquad,0
pfth stupid islamophobia,0
i think we would get carpet burn in the shag pile xx,1
chinesevirus is killing the world chinazi is killing hongkong,1
itrademarks not a fucking pause you bloviating smegbag itrademarks a ban on citizen entering their own country indiacovidcrisis scotytheracist,0
how shameless while every other nation is helping pm is busy building their luxurious vista project pls let the world know this fact resignmodi covidsecondwaveinindia covidemergency,0
demanding justiceforohitsardana is fine but please also demand justice for lakh of indian who died and who are still suffering because of the failure of he should resign resignpmodi modikavacinejumla oxygencrisis,1
what shameless indian who forgot devil unleashed chinesevirus which killed million of human being on earth now selling their product with sugar coated humanity lollipop boycotchina,0
bjp your supporter are openly cry and you are doing literally nothing and these left liberal gang even support shabudin etc openly dear bjp you do not deserve loyal supporter because you canot do anything with even supreme majority bengalburning,0
damn free si she wa gone cut it,0
all the election have been finished no other program to spread the hatred encashing the situation of people misery and trouble he is again trying to spread communal hatred such a shame diapersuryaexposed resignpmodi,0
you are bereft of intellect emotion and logicsad to see a person like you indirectly condoning violence which is spreading like fire across wb westbengalviolence bengalburning and one more thingdo not bring kumbh into this karma,0
i need to lay low off these ice coffee before my skin start breaking out i will be one piss bitch,0
let the dog deal with the wanker once he is un armed,0
india ha suffered a lot that chinese bastard should pay the price chinesevirus,0
people did not give seat majority to bjp to see bengalburning if they canot fix this they hv no right to continue in office do not take our vote for granted,0
this is such a vile xenophobic and uneducated comment itrademarkm struggling to believe someone think like this let alone posted this daylight islamophobia and it should be stopped election,0
chinesevirus wuhanvirus is the correct name for the pandemic shameless,1
hate wen female hit ah nigga with tht bro facewithtearsofjoyfacewithtearsofjoy i am tryna make you my la swety fuck ah bro,0
rt when you are from the bay but you are really a ny nigga at heart w,0
rt dear democrat the american people are not stupid they know what spying is and no amount of gaslighting will change th,1
rt he are not on drug he just bored i be doing the same shit when i am bored facewithtearsofjoy,0
rt summer i am coming for you no boring shit beach day road trip kickback and hot day i am ready i am ready i am,1
turn that shit off,0
rt i know fuck bout cel shading so have some horny instead,0
polo t the only other one but that is if you feeling fly fly like bitch do not touch me,0
i fucking love life,0
in the newspaper i weakfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoy bro this ending ha pissed me ofloudlycryingface,1
nobodyangie you getting dick cu you are as look bigger,0
rt oh look is now sending rudy giuliani to actively seek the assistance of a foreign government to help trump i,1
rt bitch in real life be bird a fuck and only good for sex i am sick,0
hng i need,1
it wa obvious from the very beginning he always regarded himself a a maverick which the pm letter also suggest,1
get surgical with that shit syringe,0
i really do not want to start my weekend off this way yet here i am this vile post should be labeled a lie,1
such a fucking beast honestlyeyesgoatgoatgoat,0
deltarunes track is fucking banger all of them,0
rt might fuck around and go missing for a few month,0
rt i mean honestly i have seen a lot of dumb shit on twitter but this one really is the dumbest so congrats emily you are stupid,0
rt nyc found dog alert he is still missing and he is still at the th somebody is missing him please rt,1
have you booked hangman v orange casidy yet,1
think you are funny,1
rt holy shit i get the best fucking sub they have louis vuiton bag they are medical student they are lawyer and nurse,0
i do not need you are whole life story when your shit is on public record facewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoy have a look yourself,0
rt drug dealer i got that for me i do not smokedrug dealer i got edible and i know yo fat as eat me,0
you are losing fam,1
rt live congress president rahul gandhi address public meeting in hoshangabad madhya pradesh abhoganyay,1
rt hot min raw way fuck fest w atlas grant avatar akyia ryan power theknights pigfacepigface see this and more,0
rt watch my son come out looking just like his damn daddy wearyface,0
rt on andrea pirlos th birthday a reminder of the time he had nobody to pas to so just decided to ping the bastard himse,0
rt i have said on election you are voring for two different america everything wa on ballot and that wa not enough your self,1
rt gujarati hindu india parent mother father mum dad truth love compassion child son daughter sanskaras ma,1
rt family entertainer movie by smilingfacewithearteyesfoldedhandstotal record uhm close winkingfaceflexedbicepsrecord breaking smilingfacewithsunglasesfire http,1
when i found out bran wa going to be king,1
damn are you serious i just followed you this morning i left mine at the gym earlier today and now i,1
fuck charmander,0
that is why some boy fake relationship to fuck,0
rt there come a point where you no longer care if there is a light at the end of the tunnel or not you are just sick of the t,0
rt you ask do i really give a fuck well here it is in this doink chat i would not sleep on this,0
that new snap filter really showed me id fuck up the game if i wa a chickima whole as bad bitch wow,0
rt look at that as,0
i am assuming you are talking about got but i do not watch that show so i have no idea what you are talking about,0
rt if btsworld think i am going to pick up call at am like i did for mystic messenger you are damn right,0
shit that is all that matter and you wa never big so let u cut it,1
embroidery would be a good place to start child have very small hand that are welsuited to fine needlework,1
rt fuck georgia law maker enragedfacenragedfacenragedfacecan i say that,0
rt after talking to them cardi b probably went to the next room and took off her clothes and posted that fucking pussy video on he,0
missed the garage sale he usually get one for father day or his birthday to add to his collection winkingface,1
shame on you,0
rt eat shit grammar nazi,0
rt in my dream you are with me,1
i forgot how much buying concert ticket stress me the fuck out,0
a bad deal wa totally ruled out by the same vile idiot the eu and the rest of the world were going,1
i do not like him for a lot of reason but never thought he played that game,1
they really exiled jon like fuck off,0
rt facetime reconectingme shit this my chance to hang up griningfacewithsweat,0
rt james comey is a disgrace to the fbi will go down a the worst director in it long and once proud history he broug,0
rt put yo face in his as peachsquintingfacewithtonguesweatdroplets,0
president trump ha exceeded all of my expectation not only is he a stellar president he is a wonde,1
rt we want to tell the world that the ruler of this country have looted the people adivasi author gladson dungdung wr,1
rocket are shitso no championship for james harden and chris paul facewithtearsofjoy,0
my mom told me once umuntu wahamba they must never come back co you do not know who you are dealing with babuya beshintshile crosedfingersmediumskintone,1
aight im go listen too igor again i fuck wit that album,0
rt birth control is being counted a abortion why the fuck are men in charge of being able to make these law c,0
have to keep telling my brain to shut the fuck up so i can get some sleep,0
rt if you are sick of mosquito ruining your day this is perfect for youbuy now get extra off use code new checkmarkbuton,1
go uste kaminaman tigerfaceyelowheart,1
so my dad just told me that he would like to eventually move to colorado even within the next few year bet,1
omg this is the stupiest warning i have ever seen i amgoing to go deaf from thunder really,1
rt the importer pay the tariff you fucking moron you have levied a sale tax on yours own citizen,0
rt i have had this dress for over a yet and i just now realized the bitch ha p o c k e t s,0
great news thank you pentagon to transfer billion from afghanistan funding for trump bo,1
rt we hate nazi right we extra hate nazi who work for the nc division of prison right glad you are on board this,0
rt while shia are protesting against enforced disappearance outside president house banned sectarian outfit aswj,1
rt after trump retwets account it change name to fuck donald trump,0
bitch idgaf lmao,0
rt modi will never again represent the myriad dream and aspiration of then he wa a messiah ushering in a future too,0
i do this shit with my eye closed,0
rt if muslim hate dogsdogface berbermugbacon baconbikinis bikini jesus foldedhands freedom of speech speakinghead why exactly do they come to america unitedstates,0
oh shit here we go again deixem de estar facewithtearsofjoybelhopbelonarow,0
what the fuck and i thought that learning spanish wa difficult this idiot come with that inclusive l,0
rt if he truly ever thought that james wa a danger to society or a predator,0
do you like to plan thing out or be spontaneous i want to say i am a planner but everything i do is a spur of th,1
and all the other complete and utter shite he spout virtually everything he say is utter shite,0
you are sifting through the treasure and trash of your inner w more for virgo,1
strawberry kiwi kolaid is my shit,0
rt are not no question if i want it i need it,1
rt mark this legendary date taekokersthe day that taekok nation finally breathedtmay fucking eighteen twentynine,0
rt why do tech guy constantly want to spend their billion getting into space rather than i do not know spending it on a marshall pla,1
rt people just talk regardless if they know what the fuck they talm bout or not ignore them,0
okay clapinghandsmediumskintone where ya going,1
rt father of colorado school shooter alec mckiney is serial felon and illegal immigrant,0
you do a phenomenal job i sleep better at night knowing you are at helm,1
rt hell fucking no,0
null another hour it is may at pm,1
this is not a partisan issue he lied it is a felony he need to go,1
rt i am so sick of republican endorsing position simply to appease the medium and the lefthe medium love republican th,0
rt if you ever want to pray for me then pray that the shahada will always be engraved in my heart until my final breath on this,1
rt all ready for game slightlysmilingface go blueslightlysmilingfaceblueheartmusicalnotesyelowhearticehockey kathy golik other half entertainment lgb playgloria laurabr,1
rt me staring at my carmex only after applying it minute ago medo not do it do not do it do not do it do not do it,1
someone said i look like max theiriot and now no one can tell me shit about my look best compliment ever,0
fuck james charles,0
rt exols brag about daesangsguci and album salesbts now officially ha the highest number of daesangsdior work for,1
rt stop saying i love you simply because you want to get in between her legsbe honest tell her what you want she might give,0
l o o k at his arm they are so buff,1
kahaz where he vanish go,1
rt house casten sigil a white shark trailing fish on a field of deep blue word the blood will tell,1
rt i think we need to work on putting together an internet of scooter talk,1
lfnsjxjeofkskfke yo fuck him that embarrassing as verse all i get is these vampire and blud suckas,0
jon is some of you all making excuse for you all partner terrible as behavior,0
little chaer tigerface,1
my djdjduxudgybjdjdiendnfndj hajimeme just fucking lynxed meand it wa the gold oneyuckybut nice smelbut still yucky,0
ooh i never have to go to walmart but this lmao,1
rt the fact that she is looking at him like this is the most romantic shit ever is sending me,0
fuck i need that,0
rt do i want to die or do i just want to stop feeling empty everyday,0
rt i want this to happen to liar papu foul mouthed sidu sidramaiah prakash raj many moreso that they should think,1
every fucking thing i do is a problem stretching a fucking problem every damn thing a fucking problem,0
rt somewhere out there is a six hour cut of this film and they need to put it on blu ray i need the minut,1
rt this is the third case in le than a year in which a former u intelligence officer ha pled or been found guilty of conspi,1
do not nobody want no damn white man ew,0
this is what you will look like if you hate the letter l sub myusernamesthis,1
my hot water heater went out todaythat damn trump got me again,0
we think you ought to know dear brother and sister about the trouble we went through in the,1
i need,1
that is what the fuck you really going dofoh,0
